Date,Time,Vendor Name,Invoice No,Amount,Department,Description
07-05-2025,9:11:15,"Walters, Newton and Patterson",INV-126,557.19,HR,Software purchase
28-06-2025,15:23:56,Hobbs Inc,INV-153,532.1,Marketing, 
20-05-2025,8:54:38,"Mendoza, Aguirre and Reed",INV-130,4489.44,HR,Consulting fee
28-04-2025,11:05:47,"Jefferson, Gallagher and Tucker",INV-178,1842.32,IT,Maintenance
11-05-2025,14:53:27,Combs-Fitzpatrick,INV-162,3604.09,Operations,Consulting fee
16-05-2025,20:39:40,"Friedman, Adkins and Lee",INV-129,1845.27,Operations,
11-05-2025,18:37:09,Lucas-Smith,INV-161,3926.02,Operations, 
04-04-2025,12:12:41,"Walters, Newton and Patterson",INV-143,694.94,HR,Software purchase
12-05-2025,3:10:42,"Jefferson, Gallagher and Tucker",INV-117,2094.69,HR,License renewal
15-06-2025,5:24:36,Smith-Lyons,INV-114,5609.98,IT,Office supplies
04-06-2025,7:05:42,"Walters, Newton and Patterson",INV-107,1364.11,HR,Equipment
26-06-2025,2:07:42,"Velazquez, Santos and Davenport",INV-162,4136.38,Operations,Consulting fee
27-06-2025,22:42:51,Lucas-Smith,INV-142,2834.97,Marketing, 
11-05-2025,2:33:24,Young Inc,INV-142,2520.34,Operations,Consulting fee
20-06-2025,4:43:28,Hobbs Inc,INV-167,4487.43,Finance,Training
10-05-2025,8:50:15,"Young, Murphy and Melton",INV-148,4063.66,Finance,
10-05-2025,21:44:02,Lucas-Smith,INV-129,1305.05,IT,Office supplies
31-05-2025,6:57:26,Lucas-Smith,INV-120,1178.69,Marketing,Training
27-04-2025,17:39:27,"Salinas, Aguirre and Wilson",INV-104,4623.22,Operations,Utility bill
25-05-2025,9:54:49,"Russo, Fitzgerald and Guzman",INV-177,3000,Operations,Software purchase
11-06-2025,3:40:28,Young Inc,INV-181,992.45,Finance,Software purchase
03-04-2025,6:17:43,"Walters, Newton and Patterson",INV-147,170.89,Finance,Maintenance
08-06-2025,0:06:27,"Hunter, Garcia and Acevedo",INV-122,5036.51,Marketing,Utility bill
02-05-2025,3:06:25,"Moss, Hale and Cardenas",INV-175,3497.36,IT,
03-04-2025,20:08:39,Marks Ltd,INV-164,3754.39,Finance,License renewal
06-05-2025,9:16:31,"Friedman, Adkins and Lee",INV-170,4553.84,Finance,
14-04-2025,12:23:59,"Velazquez, Santos and Davenport",INV-199,2907.65,Finance,Travel expenses
25-05-2025,15:55:36,Young Inc,INV-111,3725.88,Finance,Equipment
19-04-2025,20:56:31,"Jefferson, Gallagher and Tucker",INV-154,4465.08,Finance,Office supplies
25-04-2025,13:00:08,Hobbs Inc,INV-145,5548.83,Marketing,Training
07-05-2025,1:03:55,"Jefferson, Gallagher and Tucker",INV-186,1003.69,IT,
22-05-2025,3:35:37,Murray Inc,INV-134,4639.34,HR,Consulting fee
27-04-2025,22:06:15,Lucas-Smith,INV-196,2725.51,Finance, 
24-05-2025,1:47:50,Combs-Fitzpatrick,INV-161,4177.33,Operations,Maintenance
23-06-2025,12:47:46,"Jefferson, Gallagher and Tucker",INV-155,3961.11,Finance,Office supplies
14-06-2025,5:17:03,"Walters, Newton and Patterson",INV-145,3091.37,Finance,Equipment
15-05-2025,13:52:29,"Mendoza, Aguirre and Reed",INV-175,1826.78,Operations,
05-06-2025,0:54:56,"Mendoza, Aguirre and Reed",INV-199,3846.64,Operations,
15-06-2025,6:45:48,Hobbs Inc,INV-184,100000,Finance,Maintenance
27-04-2025,11:06:20,"Walters, Newton and Patterson",INV-154,4501.47,Operations,Office supplies
12-04-2025,14:23:38,Hobbs Inc,INV-188,2724.27,Finance,
10-06-2025,1:11:13,Dunn-Harris,INV-111,2000,Marketing,Consulting fee
27-05-2025,12:00:51,"Friedman, Adkins and Lee",INV-178,0,Marketing,Utility bill
30-06-2025,1:26:38,"Velazquez, Santos and Davenport",INV-131,3875.79,IT,Utility bill
16-04-2025,13:23:03,"Salinas, Aguirre and Wilson",INV-186,4099.5,Operations, 
05-06-2025,22:10:10,Combs-Fitzpatrick,INV-171,2476.59,IT, 
26-05-2025,11:59:52,Smith-Lyons,INV-156,3248.79,Finance,Maintenance
16-04-2025,8:22:56,"Jefferson, Gallagher and Tucker",INV-146,3657.42,Finance,Travel expenses
04-04-2025,7:11:49,Smith-Lyons,INV-140,50000,Marketing,Maintenance
06-06-2025,7:06:47,"Velazquez, Santos and Davenport",INV-124,4862.32,IT,Equipment
